OXY_Close_PD,OXY_Volume,VIX_Close,PD_12-5_AVGs,12-5_Label,PD_15-5_AVGs,,15-5_Label,OXY_Close,,Rel_Max,Rel_Min
,3630352,20.04000092,,,,,,51.51716614,,,
-0.007220185598,3515432,19.35000038,,,,,,51.14520264,,,
0.01200015693,5578661,19.15999985,,,,,,51.75895309,,,
-0.007426280921,4300559,19.05999947,,,,,,51.37457657,,,
0.01025733213,4336465,18.12999916,,,,,,51.90154266,,,
-0.00907804815,4079384,17.54999924,,,,,,51.43037796,,,
-0.03375155251,7071676,18.25,,,,,,49.69452286,,,
-0.006611514547,7685520,17.85000038,,,,,,49.3659668,,,
0.007786110987,4717547,17.62999916,,,,,,49.75033569,,,
-0.01657346344,8252916,17.90999985,,,,,,48.92580032,,,
0.005575253565,5700052,17.57999992,,,,,,49.19857407,,,
-0.01449076464,6289785,18.68000031,,,,,,48.48564911,,,
-0.02812956375,7607341,22.27000046,-0.004569470493,,,,,47.12176895,,,
0.001184600373,10140686,27.30999947,-0.00356680695,,,,,47.17758942,,,
0.02036738431,6724621,25.40999985,-0.001164774778,,,,,48.13847351,,,
-0.01274929053,9110167,24.54999924,0.00318091639,2,,,,47.52474213,,,
-0.003000242569,5282229,23.13999939,0.004882166687,0,,,,47.38215637,,,
0.01399941454,11850806,23.72999954,0.004249610757,0,-0.007266604275,#N/A,1,48.04547882,1,48.04547882,#N/A
0.01083912658,11222245,24.62000084,0.008823248839,0,-0.003112219291,,,48.56624985,1,#N/A,#N/A
0.01901966256,6349280,22.59000015,0.01505776392,0,0.0007630895617,,,49.48996353,2,#N/A,#N/A
0.01190018389,5384519,21.47999954,0.0161085217,0,0.005276643891,,,50.0789032,2,#N/A,#N/A
-0.008046765191,3686611,21.60000038,0.01365024703,0,0.008168806741,,,49.67593002,2,#N/A,#N/A
-0.04604988678,7981430,26.07999992,0.01630585132,0,0.01714916899,,,47.38835907,2,#N/A,#N/A
0.003531876727,10682927,26.11000061,0.001997886645,1,0.0124328592,,,47.55572891,2,#N/A,#N/A
-0.005344505079,6923878,26.51000023,-0.007889358983,1,0.01043119688,,,47.30156708,2,#N/A,#N/A
0.02110094806,8421798,26,-0.01469309775,0,0.01435799365,,,48.29967499,2,#N/A,#N/A
0.00616065907,6153885,25.39999962,-0.01258340057,0,0.01313000676,,,48.59723282,2,#N/A,#N/A
0.02640635135,6484240,23.95999908,-0.0146718106,2,0.004627275499,,,49.88050842,2,#N/A,#N/A
-0.008202892105,6458667,22.72999954,0.0008287415488,2,0.009889014728,,,49.47134399,2,#N/A,#N/A
0.01729359555,6079777,22.25,0.01049164805,0,0.006779463398,,,50.32688141,2,#N/A,#N/A
-0.002956744125,4957302,21.71999931,0.01648071814,0,-0.003393686453,,,50.1780777,1,#N/A,#N/A
0.0006176883752,4299202,20.62999916,0.01654201324,0,-0.006936579135,,,50.20907211,1,#N/A,#N/A
0.006420373428,4047653,20.02000046,0.01359326626,0,-0.003434834844,,1,50.53143311,1,50.53143311,#N/A
-0.01840235377,5543173,19.94000053,0.006754585826,1,-0.007503265439,,,49.6015358,1,#N/A,#N/A
-0.01249820711,7660365,21.37000084,-0.009776554132,1,-0.007908075154,,,48.98160553,1,#N/A,#N/A
0.006834377006,3818857,20.27000046,-0.0133879609,0,0.00432031948,,,49.31636429,2,#N/A,#N/A
-0.006537134275,5354876,20.10000038,-0.0159573568,0,0.007663681888,,,48.99397659,2,#N/A,#N/A
0.0103764736,4590520,19.5,-0.01257678289,0,0.0111209057,,,49.5023613,2,#N/A,#N/A
0.01127085239,4347320,19.26000023,-0.01067696872,0,0.006353094807,,,50.0602951,2,#N/A,#N/A
0.005572808547,4214970,19.05999947,-0.0007451319026,2,0.001722182485,,,50.33927155,2,#N/A,#N/A
-0.002093870191,7052784,18.82999992,0.004908963561,2,-0.01239889574,,,50.23386765,1,#N/A,#N/A
0.00271534199,4530294,18.71999931,0.009081674654,0,-0.004130289971,,,50.37026978,1,#N/A,#N/A
0.00849240821,4004232,17.42000008,0.008973945681,0,-0.01016553894,,,50.79803467,1,#N/A,#N/A
-0.001470592653,3621375,17.79000092,0.01002809713,0,-0.003825097832,,,50.72333145,1,#N/A,#N/A
0,6393849,17.92000008,0.00668858809,1,0.005628928685,,,50.72333145,2,#N/A,#N/A
0.005890281862,4511297,18.56999969,-0.0003606148517,1,0.01326637709,,,51.02210617,2,#N/A,#N/A
-0.001341892596,4073017,18.05999947,-0.002377987572,0,0.009589790229,,,50.95363998,2,#N/A,#N/A
-0.0002443627556,4116751,17.57999992,-0.00140378505,0,0.01028946116,,2,50.94118881,2,#N/A,50.94118881
-0.009530529858,3329954,18,-0.005001634496,0,0.008339386216,,,50.45569229,2,#N/A,#N/A
0.01616099971,5761322,17.69000053,-0.00623680886,0,0.004850658695,,,51.27110672,2,#N/A,#N/A
0.0101976033,7288781,16.90999985,-0.0004563199073,0,0.0004106877439,,,51.79394913,2,#N/A,#N/A
-0.008412463792,4751783,16.62000084,0.00151970609,0,-0.008239685325,,,51.35823441,1,#N/A,#N/A
0.0008483090974,7077939,16.96999931,-0.00149123856,0,-0.005807203534,,,51.40180206,1,#N/A,#N/A
-0.0001209676761,3924279,16.87000084,-0.0004612572718,0,-0.003950806905,,,51.39558411,1,#N/A,#N/A
0.009082951113,7832170,16.35000038,0.003168009358,0,-0.009016462291,,,51.86240768,1,#N/A,#N/A
-0.00444068697,5380553,17.54999924,0.003364387079,0,-0.01004087979,,,51.63210297,1,#N/A,#N/A
-0.01735960114,7057689,18.39999962,-0.002795470919,0,-0.000470976723,,,50.73579025,1,#N/A,#N/A
0.002699156088,8429000,17.77000046,-0.005446362677,0,-0.002093220232,,,50.87273407,1,#N/A,#N/A
0.02948729235,8497054,17.59000015,-0.00366207904,0,-0.005760444535,,,52.37283325,1,#N/A,#N/A
0.001544806902,5316361,17.12999916,0.002041038595,0,0.003423754917,,,52.45373917,2,#N/A,#N/A
0.003203826381,5715291,17.59000015,-0.001348502684,0,0.005880913726,,,52.62179184,2,#N/A,#N/A
0.02436756075,5674271,17.46999931,0.001596009707,0,-0.003995451137,,,53.90405655,1,#N/A,#N/A
0.02090042019,4804598,17.02000046,0.01286910014,0,-0.004283685373,,1,55.03067398,1,55.03067398,#N/A
0.0009048963878,4484368,16.22999954,0.01829878043,0,-0.0006141923664,,,55.08047104,1,#N/A,#N/A
-0.02474864109,8814153,16.62000084,0.01221213184,0,0.001276907153,,,53.71730423,2,#N/A,#N/A
0.003244572785,5892107,16.47999954,0.001031790235,0,0.004218764865,,,53.89159393,2,#N/A,#N/A
-0.0002308995072,4725376,16.13999939,0.002547568357,1,0.001670726309,,,53.87915039,2,#N/A,#N/A
0.002656665602,5168667,15.57999992,-0.003901026364,1,-0.006676262928,,,54.02228928,1,#N/A,#N/A
-0.0126737628,4652311,16.20000076,-0.01589520966,0,-0.01286521041,,,53.3376236,1,#N/A,#N/A
0.005484783515,5141633,15.59000015,-0.02225119432,0,-0.01619159304,,,53.63016891,1,#N/A,#N/A
0.003598308735,5035481,15.89000034,-0.0104880302,0,-0.01075424659,,,53.82314682,1,#N/A,#N/A
-0.01630670017,7133781,18.36000061,-0.005158593413,0,-0.0116936662,,,52.9454689,1,#N/A,#N/A
-0.004349487299,4885699,17.34000015,-0.008381902826,0,0.002415593942,,,52.71518326,2,#N/A,#N/A
0.02243430751,5043831,15.72999954,-0.004863441355,0,0.003684394996,,,53.89781189,2,#N/A,#N/A
-0.008199242578,4495328,16.31999969,0.005806923623,0,-0.00863400099,,,53.45589066,1,#N/A,#N/A
-0.006753660725,4756167,16.46999931,0.005785850241,0,-0.02457155,,,53.09486771,1,#N/A,#N/A
0.0255570625,4830170,16.62000084,-0.002331228573,0,-0.01517632044,,,54.45181656,1,#N/A,#N/A
-0.0008004642216,4043269,17.46999931,0.005970776772,0,-0.01749580438,,1,54.40822983,1,54.40822983,#N/A
-0.03500745401,5735227,22.80999947,0.00989574152,0,-0.01909247711,,,52.50353622,1,#N/A,#N/A
0.006520585953,5132656,21.07999992,-0.0001913802034,0,-0.006165608199,,,52.84589005,1,#N/A,#N/A
0.01590112575,5680012,18.44000053,-0.004269028558,0,-0.002830340331,,,53.68619919,1,#N/A,#N/A
0.02794198891,10390670,22.04999924,0.002998733956,0,0.001562099134,,,55.18629837,2,#N/A,#N/A
0.01500149619,6950181,20.19000053,0.005546113129,0,-0.002975042263,,,56.01417542,1,#N/A,#N/A
-0.03833808461,6012871,23.84000015,0.0003337526759,0,0.01255371526,,,53.86669922,2,#N/A,#N/A
-0.04229240883,9211727,24.90999985,-0.001042178059,0,0.01145616823,,,51.58854675,2,#N/A,#N/A
-0.02968190193,12066972,32.79999924,0.0006835752879,0,0.01074587855,,,50.05730057,2,#N/A,#N/A
0.002362938408,12910655,40.95000076,-0.01137699595,0,0.005500352679,,,50.17558289,2,#N/A,#N/A
0.04403907543,8535883,28.84000015,-0.02102376335,0,0.0127772648,,,52.38526917,2,#N/A,#N/A
-0.01342692262,5616133,28.31999969,-0.01569323278,0,-0.00687853167,,,51.68189621,1,#N/A,#N/A
0.02071574765,5150922,25.52000046,-0.01387139247,0,-0.01462925623,,,52.75252533,1,#N/A,#N/A
-0.01569338331,4875992,26.68000031,-0.0006036350505,2,-0.005009184272,,,51.92465973,1,#N/A,#N/A
-0.01750187963,5704227,31.23999977,0.01195666763,2,0.001733487965,,,51.01588058,2,#N/A,#N/A
-0.01744740553,7276986,30.84000015,0.01710030956,0,0.004978212416,,2,50.12578583,2,#N/A,50.12578583
0.004966829206,8227656,33.54999924,0.009918823467,0,0.01494222222,,,50.37475204,2,#N/A,#N/A
-0.01717512004,8239555,35.31999969,0.007790057984,1,0.01294329773,,,49.50955963,2,#N/A,#N/A
-0.02363600052,11224646,45.79000092,-0.004770347952,1,0.01016035412,,,48.33935165,2,#N/A,#N/A
0.02253400465,9469226,40.09999847,-0.01896050269,0,0.01190994741,,,49.42863083,2,#N/A,#N/A
